url,Images,Item Description_link,Number of Ratings,Memory,Display,Camera,Battery,Processor,Warranty,Price
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/d/f/w/motorola-moto-e3-power-pa4c0009in-original-imaemj7xpcfhnu8r.jpeg?q=70,"Moto E3 Power (Black, 16 GB)",57501 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Primary Camera | 5MP Front,3500 mAh Battery,MT6735p 64-bit Processor,1 Year Manufacturer Warranty,₹7000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/u/3/u/asus-ze551ml-ze551ml-6j333ww-original-imae6kggzusrx2cw.jpeg?q=70,"Asus Zenfone 2 (Silver, 32 GB)",4722 Ratings,4 GB RAM | 32 GB ROM | Expandable Upto 64 GB,5.5 inch Full HD Display,13MP Primary Camera | 5MP Front,3000 mAh Li-Polymer Battery,Intel Atom Z3560 Processor,1 Year for Mobile & 6 Months for Accessories,₹12000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/c/t/f/lenovo-k5-plus-3gb-a6020a46-original-imaekefcwbt7qdue.jpeg?q=70,"Lenovo Vibe K5 Plus 3 GB (Gold, 16 GB)",28987 Ratings,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5 inch Full HD Display,13MP Primary Camera | 5MP Front,2750 mAh Li-Ion Polymer Battery,Qualcomm Snapdragon 616 Processor,1 Year Manufacturer Warranty,₹7000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/r/3/q/samsung-galaxy-on7-sm-g600f-original-imaecqkgzeuz9ebn.jpeg?q=70,"SAMSUNG Galaxy On5 (Gold, 8 GB)",26267 Ratings,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,5 inch HD Display,8MP Primary Camera | 5MP Front,2600 mAh Li-Ion Battery,Exynos 3475 Processor,1 Year for Mobile & 6 Months for Accessories,₹7000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/c/n/y/samsung-galaxy-on7-sm-g600f-original-imaecqkgfgtmaw2y.jpeg?q=70,"SAMSUNG Galaxy On7 (Black, 8 GB)",39606 Ratings,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,5.5 inch HD Display,13MP Primary Camera | 5MP Front,3000 mAh Li-Ion Battery,Qualcomm Snapdragon 410 Processor,1 Year Manufacturer Warranty,₹8000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/m/b/8/xolo-era-1x-na-original-imaemhmfvzw95fmg.jpeg?q=70,"XOLO ERA 1X -4G with VoLTE (Black and Gun Metal, 8 GB)",2577 Ratings,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Primary Camera | 5MP Front,2500 mAh Li-Polymer Battery,SC9832A Processor,1 Year Manufacturer Warranty,₹3500
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/2/e/2/leeco-le-2-le-x526-original-imaejgugzr8p4cgn.jpeg?q=70,"LeEco Le 2 (Rose Gold, 32 GB)",55024 Ratings,3 GB RAM | 32 GB ROM |,5.5 inch Full HD Display,16MP Primary Camera | 8MP Front,3000 mAh Li-Ion Polymer Battery,Qualcomm MSM8976 Snapdragon 652 Processor,1 Year Manufacturer Warranty,₹10000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/c/n/y/samsung-galaxy-on7-sm-g600f-original-imaecqkgfgtmaw2y.jpeg?q=70,"SAMSUNG Galaxy On5 (Black, 8 GB)",26267 Ratings,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,5 inch HD Display,8MP Primary Camera | 5MP Front,2600 mAh Li-Ion Battery,Exynos 3475 Processor,1 Year Manufacturer Warranty,₹7000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/g/t/g/intex-cloud-string-v2-na-original-imaekzjvvkdazchk.jpeg?q=70,"Intex Cloud String v2.0 (Silver, 16 GB)",1888 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Primary Camera | 5MP Front,2200 mAh Battery,SC9832A Cortex-A7 Processor Processor,1 Year Manufacturer Warranty,₹5000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/3/y/g/intex-cloud-string-hd-na-original-imaehy8seezamzkk.jpeg?q=70,"Intex Cloud String HD (Black, 8 GB)",864 Ratings,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Primary Camera | 5MP Front,2200 mAh Li-Polymer Battery,SC9832A Cortex-A7 Processor,1 Year Manufacturer Warranty,₹3500
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/q/d/g/intex-cloud-string-hd-na-original-imaehy8svhzzhdyj.jpeg?q=70,"Intex Cloud String HD (White, 8 GB)",865 Ratings,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Primary Camera | 5MP Front,2200 mAh Li-Polymer Battery,SC9832A Cortex-A7 Processor,1 Year Manufacturer Warranty,₹3500
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/g/4/7/lenovo-k5-note-pa330010in-original-imaekyazjhfqveze.jpeg?q=70,"Lenovo Vibe K5 Note (Gold, 32 GB)",68320 Ratings,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5.5 inch Full HD Display,13MP Primary Camera | 8MP Front,3500 mAh Li-Ion Polymer Battery,Helio P10 64-bit Processor,1 Year Manufacturer Warranty,₹10000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/g/4/7/lenovo-k5-note-pa330010in-original-imaekyazjhfqveze.jpeg?q=70,"Lenovo Vibe K5 Note (Gold, 32 GB)",68320 Ratings,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5.5 inch Full HD Display,13MP Primary Camera | 8MP Front,3500 mAh Li-Ion Polymer Battery,Helio P10 64-bit Processor,1 Year Manufacturer Warranty,₹12000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/5/y/a/leeco-le-max2-na-original-imaejgug5vytpjbh.jpeg?q=70,"LeEco Le Max2 (Rose Gold, 32 GB)",1822 Ratings,4 GB RAM | 32 GB ROM |,5.7 inch WQHD Display,21MP Primary Camera | 8MP Front,3100 mAh Li-Ion Polymer Battery,Qualcomm Snapdragon 820 Processor,1 Year Manufacturer Warranty,₹16900
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/z/2/j/lenovo-k3-note-na-original-imae8hstkr6sbtgt.jpeg?q=70,"Lenovo K3 Note (Black, 16 GB)",68080 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5.5 inch Full HD Display,13MP Primary Camera | 5MP Front,2900 mAh Li-Ion Battery,Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,1 Year Manufacturer Warranty,₹8000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/7/a/f/honor-5c-nem-l22-original-imaejw78xswbvfb8.jpeg?q=70,"Honor 5C (Gold, 16 GB)",4315 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5.2 inch Full HD Display,13MP Primary Camera | 8MP Front,3000 mAh Li-Polymer Battery,Kirin650 Processor,"15 Month for Mobile, 6 Month for Battery & Charger",₹10000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/h/9/a/honor-5c-nem-l22-original-imaejw78vbyaj2km.jpeg?q=70,"Honor 5C (Grey, 16 GB)",4315 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5.2 inch Full HD Display,13MP Primary Camera | 8MP Front,3000 mAh Li-Polymer Battery,Kirin650 Processor,"15 Month for Mobile, 6 Month for Battery & Charger",₹10000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/e/j/m/honor-5c-nem-l22-original-imaejw78wxzehgnx.jpeg?q=70,"Honor 5C (Silver, 16 GB)",4315 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5.2 inch Full HD Display,13MP Primary Camera | 8MP Front,3000 mAh Li-Polymer Battery,Kirin650 Processor,"15 Month for Mobile, 6 Month for Battery & Charger",₹10000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/p/k/c/acer-z630-na-original-imaecgrwezpctzfr.jpeg?q=70,"Acer Z630S (Black & Gold, 32 GB)",1908 Ratings,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,5.5 inch HD Display,8MP Primary Camera | 8MP Front,4000 mAh Li-Polymer Battery,MT6753 64-bit Processor,1 Year on Handset and 6 months on Accessories,₹8000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/v/e/x/samsung-galaxy-j7-2016-sm-j710fzkuins-original-imaeg8cyrp7hscz4.jpeg?q=70,"SAMSUNG Galaxy J7 - 6 (New 2016 Edition) (Black, 16 GB)",17201 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,5.5 inch HD Display,13MP Primary Camera | 5MP Front,3300 mAh Li-Ion Battery,S5E7870 (Exynos 7870) Processor,1 Year Manufacturer Warranty,
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/v/x/t/letv-le-1s-na-original-imaefde9zkzczbtz.jpeg?q=70,"LeEco Le 1S (Gold, 32 GB)",34306 Ratings,3 GB RAM | 32 GB ROM |,5.5 inch Full HD Display,13MP Primary Camera | 5MP Front,3000 mAh Li ion - Polymer Battery,Helio X10 Turbo MTK 6795T Processor,1 Year Manufacturer Warranty,
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/t/8/k/lyf-wind-3-na-original-imaekz59zyrzfhyr.jpeg?q=70,"LYF WIND 3 (Black, 16 GB)",2493 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5.5 inch HD Display,8MP Primary Camera | 2MP Front,2920 mAh Li-Ion Polymer Battery,Quad Core Qualcomm Processor,1 + 1 Year Extended Warranty,₹5500
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/z/k/h/acer-z530-na-original-imaec3gnz6uyhuzn.jpeg?q=70,"Acer Liquid Z530 (Black, 16 GB)",3347 Ratings,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,5 inch HD Display,8MP Primary Camera | 8MP Front,2420 mAh Li-Polymer Battery,MT6735 Processor,1 Year on Handset and 6 months on Accessories,₹5000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/k/v/4/alcatel-pixi4-5-5045t-2aalin1-original-imaemgvgfnz4q4kr.jpeg?q=70,"Alcatel Pixi4 (Volcano Black, 8 GB)",122 Ratings,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5 inch FWVGA Display,8MP Primary Camera | 5MP Front,2000 mAh Li-Ion Battery,MTK6735M Processor,1 Year for Mobile & 6 Months for Accessories,
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/g/d/q/huawei-honor-6-h60-l04-original-imaeyawkkdzfd7my.jpeg?q=70,"Honor 6 (Black, 16 GB)",4433 Ratings,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,5 inch Full HD Display,13MP Primary Camera | 5MP Front,3000 mAh Battery,Kirin 920 Processor,1 Year for Mobile & 6 Months for Accessories,₹12000
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/c/v/x/motorola-moto-turbo-xt1225-original-imae5fyxgh7qy6ag.jpeg?q=70,"Moto Turbo (Black, 64 GB)",2214 Ratings,3 GB RAM | 64 GB ROM |,5.2 inch Quad HD Display,21MP Primary Camera | 2MP Front,3900 mAh Battery,Qualcomm Snapdragon 805 QSC 8084 Processor,1 Year Manufacturer Warranty,₹23500
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/k/p/p/motorola-moto-x-style-xt1572-original-imaebugedxgxfr6g.jpeg?q=70,"Moto X Style (Black, 32 GB)",5655 Ratings,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5.7 inch Quad HD Display,21MP Primary Camera | 5MP Front,3000 mAh Li-Ion Battery,Qualcomm Snapdragon 808 MSM8992 Processor,1 Year for Mobile & 6 Months for Accessories,₹23500
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/b/b/d/alcatel-pixi4-5-5045t-2kalin1-original-imaemgvgpkg2jspb.jpeg?q=70,"Alcatel Pixi4 (Metal Gold, 8 GB)",122 Ratings,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5 inch FWVGA Display,8MP Primary Camera | 5MP Front,2000 mAh Li-Ion Battery,MTK6735M Processor,1 Year for Mobile & 6 Months for Accessories,
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/f/h/a/motorola-moto-x-play-xt1562-original-imaeb7fcpgftfvfq.jpeg?q=70,"Moto X Play (White, 32 GB)",23197 Ratings,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,5.5 inch Full HD Display,21MP Primary Camera | 5MP Front,3630 mAh Li-Ion Battery,Qualcomm Snapdragon 615 Processor,1 Year Manufacturer Warranty,₹16900
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/z/q/n/alcatel-pixi4-5-5045t-2palin1-original-imaemgvgdhnssgz9.jpeg?q=70,"Alcatel Pixi4 (Sharp Blue, 8 GB)",122 Ratings,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,5 inch FWVGA Display,8MP Primary Camera | 5MP Front,2000 mAh Li-Ion Battery,MTK6735M Processor,1 Year for Mobile & 6 Months for Accessories,
"https://www.flipkart.com/mobiles/~mobileexclusives/pr?sid=tyy,4io&otracker=nmenu_sub_Electronics_0_FK%20Exclusive%20Mobiles",https://rukminim1.flixcart.com/image/312/312/mobile/7/q/2/motorola-moto-x-2nd-generation-xt1092-original-imaenhhgwjq698hh.jpeg?q=70,"Moto X (2nd Generation) (Black, 32 GB)",3559 Ratings,2 GB RAM | 32 GB ROM |,5.2 inch Full HD Display,13MP Primary Camera | 2MP Front,2300 mAh Li-Ion Battery,Qualcomm Snapdragon 801 MSM8974-AC Processor,1 Year Manufacturer Warranty,₹12000
